exp,algo,scale,hostname,recv_drop,recv_errs,recv_packets,send_bytes,send_drop,send_errs,send_packets,timestamp
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,25,7469,0,0,30,1.51312981206962E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,18,9211,0,0,25,1.51312981207078E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,18,11351,0,0,26,1.513129812074107E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,14,8032,0,0,23,1.51312981208624E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,11063,169384099,0,0,11418,1.513129817062058E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,10272,239712756,0,0,10866,1.513129817066918E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,11588,162244334,0,0,11314,1.513129817071625E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,10725,127597389,0,0,9743,1.513129817073929E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,13671,167636694,0,0,12977,1.513129817074157E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,10954,158546714,0,0,10640,1.513129817079593E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,13113,147718392,0,0,13013,1.513129817091134E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,7775,64198206,0,0,7668,1.513129822066117E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,5721,34802663,0,0,5649,1.513129822070596E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,6101,95503225,0,0,6672,1.513129822077312E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,8518,128853913,0,0,9361,1.513129822078072E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,6538,88192710,0,0,6907,1.513129822079154E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,9859,133891074,0,0,10340,1.513129822083588E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,7376,75306254,0,0,7267,1.513129822095212E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,2024,27028134,0,0,2366,1.513129827071828E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,9499,86704371,0,0,9452,1.513129827076122E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,2963,27555867,0,0,3278,1.513129827082375E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,1829,29884045,0,0,2200,1.513129827083052E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,2068,26366602,0,0,2158,1.513129827084062E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,2537,36050462,0,0,2804,1.513129827089165E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,2142,27106266,0,0,2784,1.51312982710079E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,37,64717,0,0,42,1.513129832077402E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,36,8662,0,0,45,1.513129832081657E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,38,10023,0,0,43,1.513129832087828E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,33,8944,0,0,37,1.513129832088646E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,43,33588,0,0,51,1.513129832089667E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,40,10499,0,0,50,1.513129832094655E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,56,12807,0,0,59,1.513129832106442E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,12,4957,0,0,18,1.513129837082977E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,18,6577,0,0,25,1.513129837087176E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,15,24994,0,0,22,1.513129837093477E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,19,7044,0,0,29,1.513129837094181E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,14,6472,0,0,20,1.513129837095545E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,15,9060,0,0,24,1.513129837100222E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,28,6484,0,0,33,1.513129837112041E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,15,6170,0,0,22,1.513129842088587E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,17,5590,0,0,21,1.513129842092776E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,25,6449,0,0,30,1.513129842099056E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,12,4712,0,0,17,1.51312984210006E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,19,6579,0,0,26,1.513129842101265E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,25,25801,0,0,30,1.513129842105748E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,18,6890,0,0,25,1.513129842117598E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,16,6055,0,0,23,1.513129847094168E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,21,6984,0,0,29,1.513129847094848E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,14,5477,0,0,21,1.513129847100427E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,19,6708,0,0,27,1.513129847105226E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,12,5296,0,0,19,1.513129847106764E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,17,6270,0,0,26,1.513129847111277E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,18,5620,0,0,24,1.513129847123385E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,22,5686,0,0,25,1.513129852099782E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,17,6185,0,0,23,1.513129852100497E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,19,5676,0,0,24,1.513129852105961E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,12,5345,0,0,19,1.513129852110721E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,19,6409,0,0,24,1.513129852112372E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,27,8155,0,0,37,1.513129852116783E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,23,5749,0,0,30,1.513129852129058E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,6374,125753111,0,0,5912,1.513129857104622E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,5850,92665252,0,0,5419,1.513129857105332E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,4036,50564517,0,0,3788,1.513129857111485E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,5352,77368998,0,0,5165,1.513129857114181E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,5339,88263113,0,0,4876,1.51312985711787E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,4847,50566394,0,0,4531,1.513129857122342E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,4955,71454623,0,0,4578,1.5131298571347E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,774,12868961,0,0,769,1.513129862107033E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,433,4332362,0,0,426,1.513129862110918E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,1092,8470649,0,0,1059,1.513129862114471E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,521,17010797,0,0,550,1.513129862116163E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,428,16664392,0,0,448,1.513129862123599E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,393,4837776,0,0,410,1.513129862124812E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,528,4429019,0,0,460,1.513129862140644E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,50,56151,0,0,64,1.513129867111115E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,100,652930,0,0,116,1.513129867116611E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,59,549894,0,0,73,1.513129867117339E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,64,67226,0,0,80,1.513129867120127E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,103,97768,0,0,112,1.513129867126708E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,83,619259,0,0,101,1.513129867129706E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,103,84431,0,0,115,1.513129867146258E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,69,73980,0,0,88,1.513129872115083E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,115,567693,0,0,133,1.51312987212227E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,96,139660,0,0,119,1.513129872122875E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,56,48263,0,0,71,1.513129872125906E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,65,204358,0,0,85,1.513129872130767E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,57,58217,0,0,74,1.513129872132125E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,85,70304,0,0,103,1.513129872151702E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,40,37600,0,0,55,1.513129877120735E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,62,58823,0,0,79,1.513129877126765E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,104,337767,0,0,125,1.513129877126865E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,46,50207,0,0,64,1.513129877128512E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,64,60321,0,0,81,1.513129877134876E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,70,63470,0,0,91,1.513129877136181E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,84,67694,0,0,101,1.513129877155745E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,71,143699,0,0,93,1.513129882126297E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,55,198958,0,0,69,1.513129882132236E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,28,40655,0,0,43,1.513129882132933E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,24,21914,0,0,34,1.513129882133893E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,38,42007,0,0,56,1.513129882140399E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,59,72413,0,0,82,1.513129882141751E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,50,44917,0,0,64,1.513129882157019E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,20,20136,0,0,30,1.513129887131831E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41,218673,0,0,46,1.513129887137762E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,19,12994,0,0,26,1.513129887138518E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,18,10746,0,0,23,1.513129887139452E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,13,8472,0,0,19,1.513129887145972E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,18,14145,0,0,27,1.513129887147335E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,24,9146,0,0,33,1.513129887162781E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,4766,95129901,0,0,4546,1.513129892135376E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,4794,96460575,0,0,4559,1.513129892142888E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,5736,84634204,0,0,5179,1.513129892142981E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,4703,51509617,0,0,4202,1.513129892148435E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,3249,51468404,0,0,2974,1.513129892151009E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,4176,82946347,0,0,3847,1.513129892152343E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,7653,65928129,0,0,6764,1.513129892167967E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,14549,157436432,0,0,14413,1.513129897139402E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,4390,60128484,0,0,4561,1.513129897146878E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,11592,121262164,0,0,11742,1.513129897148176E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,10582,153226750,0,0,12279,1.513129897154055E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,9681,173753627,0,0,9776,1.513129897155006E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,12066,195681413,0,0,11908,1.513129897158079E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,8936,139839391,0,0,9373,1.513129897171963E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,8436,174123646,0,0,9386,1.513129902145078E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,11281,171778702,0,0,11275,1.513129902150966E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,8388,117808697,0,0,8833,1.513129902153805E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,9014,100446722,0,0,9313,1.513129902156546E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,10085,120706551,0,0,10273,1.513129902160819E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,8253,120308624,0,0,7982,1.513129902163697E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,8747,103853797,0,0,9567,1.513129902176051E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,508,397514,0,0,519,1.513129907150685E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,526,626916,0,0,532,1.513129907156769E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,474,81363,0,0,464,1.513129907159364E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,824,142335,0,0,823,1.513129907162591E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,477,184113,0,0,487,1.51312990716658E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,1348,18605351,0,0,1621,1.513129907169204E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,571,1174420,0,0,632,1.513129907181702E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,18,6379,0,0,26,1.513129912156456E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,16,8739,0,0,22,1.513129912162282E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,18,6080,0,0,24,1.513129912164938E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,13,5280,0,0,21,1.51312991216827E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,17,5897,0,0,22,1.513129912172155E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,27,8169,0,0,37,1.513129912174948E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,16,5638,0,0,22,1.51312991218727E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,24,39235,0,0,30,1.513129917160194E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,15,6055,0,0,23,1.513129917167809E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,19,6034,0,0,26,1.513129917170529E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,26,7018,0,0,31,1.513129917174154E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,12,5569,0,0,20,1.513129917176666E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,24,22312,0,0,30,1.513129917177703E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,16,6430,0,0,24,1.51312991719284E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,22,23463,0,0,27,1.513129922165806E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,17,5963,0,0,24,1.513129922173388E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,19,6585,0,0,26,1.513129922176057E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,14,5478,0,0,21,1.513129922180173E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,22,7195,0,0,30,1.513129922182186E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,19,6541,0,0,26,1.513129922183353E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,27,7693,0,0,33,1.5131299221984E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,18,6558,0,0,25,1.513129927171331E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,20,6131,0,0,26,1.513129927179046E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,12,4821,0,0,18,1.513129927181611E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,19,6572,0,0,26,1.513129927186713E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,15,6229,0,0,25,1.513129927187747E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,18,17823,0,0,22,1.513129927189145E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,17,5332,0,0,23,1.51312992720401E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,13,5550,0,0,20,1.513129932176953E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,20,13409,0,0,26,1.513129932184655E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,19,6571,0,0,26,1.513129932187155E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,12,4850,0,0,18,1.513129932192417E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,25,9704,0,0,29,1.513129932193358E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,19,6770,0,0,26,1.51312993219477E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,21,19455,0,0,28,1.513129932209582E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,6598,109308311,0,0,6305,1.513129937179942E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,5563,96860309,0,0,5630,1.513129937187398E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,4944,55328180,0,0,4557,1.513129937191385E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,5930,96791283,0,0,5880,1.513129937196953E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,5638,92371966,0,0,5387,1.513129937197051E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,5267,71700430,0,0,4989,1.513129937199492E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,5480,65268472,0,0,5107,1.51312993721249E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,138,365353,0,0,139,1.513129942183978E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,164,2371375,0,0,181,1.513129942191447E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,104,1277702,0,0,114,1.513129942197218E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,129,1213592,0,0,149,1.513129942200946E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,156,3487024,0,0,172,1.513129942200996E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,101,83317,0,0,104,1.51312994220352E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,137,1159244,0,0,162,1.513129942216509E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,77,91489,0,0,97,1.513129947188044E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,79,381306,0,0,95,1.513129947195572E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,67,66279,0,0,86,1.513129947199388E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,79,146800,0,0,98,1.513129947205079E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,44,42048,0,0,56,1.513129947206678E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,54,51905,0,0,73,1.513129947207769E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,66,64465,0,0,75,1.513129947219625E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,38,30771,0,0,48,1.513129952192045E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,57,109027,0,0,73,1.51312995219956E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,37,37306,0,0,49,1.51312995220343E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,50,82977,0,0,66,1.513129952209104E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,53,154123,0,0,71,1.513129952209206E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,58,63586,0,0,76,1.513129952211725E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,47,60744,0,0,61,1.513129952225227E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,67,70628,0,0,85,1.513129957196127E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,96,425320,0,0,112,1.513129957203747E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,56,53518,0,0,71,1.513129957207559E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,64,62666,0,0,84,1.513129957213125E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,54,59852,0,0,70,1.513129957213178E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,54,44063,0,0,71,1.513129957215784E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,83,59782,0,0,98,1.51312995723059E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,50,53138,0,0,66,1.513129962200152E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,92,257727,0,0,103,1.51312996220925E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,71,150632,0,0,84,1.513129962213546E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,61,100581,0,0,78,1.51312996221512E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,59,97554,0,0,76,1.513129962217222E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,70,71471,0,0,83,1.513129962221685E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,57,56707,0,0,75,1.513129962236319E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,74,143362,0,0,90,1.513129967205882E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,30,47827,0,0,35,1.513129967214752E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,34,48499,0,0,50,1.513129967219665E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,49,83823,0,0,64,1.513129967220783E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,19,17247,0,0,29,1.513129967222751E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,15,21897,0,0,28,1.513129967227415E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,38,31148,0,0,42,1.513129967241884E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,25,25524,0,0,38,1.513129972211677E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,50,186057,0,0,50,1.513129972220197E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,25,9088,0,0,29,1.513129972225174E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,29,11182,0,0,39,1.513129972226478E9
exp1,rf,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,13,5367,0,0,20,1.513129972228294E9
exp1,rf,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,21,6919,0,0,27,1.513129972233028E9
exp1,rf,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,46,7554,0,0,49,1.513129972244036E9
exp1,rf,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,3964,59888774,0,0,3959,1.513129977216348E9
exp1,rf,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,3638,53207057,0,0,3343,1.513129977223951E9
exp1,rf,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,3860,75664895,0,0,3910,1.513129977227739E9
exp1,rf,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,2927,37833521,0,0,2704,1.51312997722936E9
