exp,algo,scale,hostname,recv_drop,recv_errs,recv_packets,send_bytes,send_drop,send_errs,send_packets,timestamp
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,28780,1527494,0,0,22163,1.51312171894844E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,36966,1981675,0,0,28719,1.513121718948521E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,28523,1614988,0,0,23733,1.513121718958761E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43937,2492696,0,0,35965,1.513121718958818E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,27807,1644581,0,0,22915,1.513121718962338E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,29800,1662076,0,0,24135,1.513121718968518E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,10865,1099945,0,0,8250,1.513121723952069E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,9576,1023314,0,0,7655,1.513121723952613E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,6564,937171,0,0,5196,1.51312172395283E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,15640,1594530,0,0,13321,1.513121723962909E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,7734,923522,0,0,6062,1.513121723963703E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,5553,2760320,0,0,4483,1.51312172396722E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,6573,954838,0,0,5530,1.513121723974224E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,29380,1752861,0,0,22078,1.513121728956127E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,26373,1622074,0,0,20162,1.513121728958282E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,31523,1893595,0,0,24763,1.513121728958482E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,28962,1852890,0,0,23779,1.513121728967739E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,28012,1887838,0,0,20831,1.513121728968652E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,28989,2708172,0,0,22733,1.51312172897297E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,26953,1682079,0,0,21319,1.513121728978985E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35937,1961506,0,0,26791,1.513121733960303E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,33045,1780760,0,0,25716,1.513121733960976E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,27581,1544449,0,0,20853,1.513121733961581E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,42639,2410782,0,0,33571,1.513121733971162E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,27964,1739512,0,0,23659,1.513121733971824E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,35400,2227876,0,0,28299,1.51312173397539E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,31852,1833752,0,0,24905,1.51312173398309E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35578,1927897,0,0,27993,1.513121738964383E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,34934,2012329,0,0,29044,1.513121738964805E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,33604,1818971,0,0,25874,1.513121738965011E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41277,2299973,0,0,33442,1.513121738975204E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,34505,1966642,0,0,27827,1.513121738975896E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,35715,2235382,0,0,29902,1.513121738979556E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,33622,1884299,0,0,27518,1.513121738987172E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,36674,2014114,0,0,28909,1.513121743965523E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34319,1939793,0,0,28285,1.513121743969002E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,36207,2034229,0,0,29129,1.513121743970537E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,46126,2696680,0,0,39018,1.513121743979361E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,34318,1995304,0,0,28917,1.513121743980019E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,35198,2126110,0,0,28944,1.513121743983588E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,34257,1970076,0,0,28800,1.513121743992894E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,34574,1853552,0,0,26550,1.513121748968608E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,32818,1793088,0,0,26095,1.513121748973015E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34073,1911120,0,0,27411,1.513121748974702E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43327,2424876,0,0,34232,1.513121748983472E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,31849,1796003,0,0,25568,1.513121748984223E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,35113,2094859,0,0,29440,1.513121748987727E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32588,1802066,0,0,25522,1.513121748995392E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35833,1933230,0,0,28211,1.513121753974199E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,31334,13289726,0,0,24838,1.513121753977231E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41481,2312896,0,0,33150,1.513121753987535E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,34233,1955845,0,0,28319,1.5131217539891E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,29852,1694716,0,0,24756,1.513121753989872E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,31935,1907146,0,0,25616,1.513121753991825E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,31974,1828796,0,0,26482,1.513121753999559E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,32034,1715934,0,0,24577,1.513121758976793E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,19841,1080865,0,0,16035,1.513121758981337E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,20307,1151658,0,0,16609,1.513121758992376E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,42849,2467283,0,0,36112,1.513121758993529E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,34117,1885640,0,0,26878,1.513121758994855E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33109,2013559,0,0,28298,1.513121758995913E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32289,1916054,0,0,27715,1.513121759005566E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,23920,1268905,0,0,18581,1.5131217639809E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,23115,1294809,0,0,18896,1.513121763985553E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41267,2359258,0,0,34046,1.513121763995793E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,33548,1927081,0,0,27210,1.513121763996546E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,33475,1924619,0,0,28172,1.513121764000644E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33111,2055799,0,0,27309,1.513121764001534E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,31025,1723713,0,0,24536,1.513121764011259E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,25528,1375028,0,0,19662,1.51312176898661E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34740,1912833,0,0,27149,1.513121768989576E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,39511,2204598,0,0,31383,1.5131217689999E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,33310,2029266,0,0,29599,1.513121769002487E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,33112,1847245,0,0,26036,1.513121769005441E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,21788,1213304,0,0,16893,1.513121769007373E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,18854,1018346,0,0,14917,1.513121769016886E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,31512,1649972,0,0,23668,1.513121773989113E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34056,1893632,0,0,27628,1.513121773993718E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43153,2489361,0,0,36353,1.513121774004062E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,31659,1807881,0,0,25974,1.513121774007956E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,31455,1696293,0,0,24732,1.513121774009596E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,21510,1229811,0,0,17083,1.51312177401226E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,22097,1270055,0,0,18454,1.513121774020015E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35212,1833274,0,0,26690,1.513121778993177E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,36611,2055703,0,0,29202,1.513121778997802E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,31706,1762060,0,0,25637,1.513121779012814E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,36203,2099802,0,0,30661,1.513121779013699E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,35012,2172940,0,0,28337,1.513121779016348E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,29201,1584920,0,0,22738,1.513121779020133E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32738,1794875,0,0,25376,1.513121779025625E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35806,1909388,0,0,27385,1.513121783997342E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,33578,1862333,0,0,27471,1.513121784001933E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,33939,1863069,0,0,26804,1.513121784017807E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,35156,2036090,0,0,29309,1.5131217840187E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,31572,1766580,0,0,25546,1.513121784020483E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41046,2331057,0,0,33336,1.513121784024162E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32696,1805647,0,0,26428,1.513121784031424E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,36665,1995785,0,0,28964,1.513121789001469E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,35430,2031575,0,0,28842,1.513121789007084E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,33182,1896211,0,0,27397,1.513121789021017E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,34868,1938843,0,0,27838,1.513121789021904E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,34714,2143486,0,0,29600,1.513121789024608E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,34796,1900063,0,0,27542,1.51312178902828E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,34661,1985395,0,0,28494,1.513121789036319E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,34964,1890078,0,0,27262,1.513121794004699E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,33653,1843647,0,0,26883,1.513121794010176E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,33951,1929886,0,0,27805,1.513121794026038E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,33172,1938657,0,0,27625,1.513121794026962E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,34147,2121184,0,0,27505,1.513121794030399E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,45564,2606682,0,0,37739,1.513121794040434E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32172,1806360,0,0,25929,1.513121794042159E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,34968,1848042,0,0,26420,1.513121799009766E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34765,1955507,0,0,28545,1.513121799015785E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,32652,1871696,0,0,27125,1.513121799029264E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,27168,1472369,0,0,21172,1.513121799030181E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33306,1852821,0,0,26794,1.513121799036043E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,44191,2482865,0,0,35649,1.513121799044542E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,33314,1910200,0,0,27834,1.513121799047969E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,34625,1870415,0,0,27070,1.513121804015592E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34853,1992712,0,0,28004,1.513121804018404E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,34282,2046877,0,0,29494,1.513121804030127E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,25482,1416783,0,0,20630,1.513121804034291E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,34471,2134706,0,0,28680,1.51312180404098E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,45075,2500095,0,0,36486,1.513121804049022E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,33848,1923992,0,0,27689,1.513121804052696E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,36900,2007681,0,0,29395,1.513121809021363E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,32742,1838577,0,0,26914,1.513121809024159E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,31476,1814142,0,0,25990,1.513121809035898E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,34639,1943132,0,0,27704,1.513121809038376E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,31940,1866624,0,0,26131,1.513121809045136E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43912,2472993,0,0,34873,1.513121809052877E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,31572,1787827,0,0,25718,1.513121809056775E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,34666,1827143,0,0,26157,1.51312181402614E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,36511,2064830,0,0,29889,1.513121814026895E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,23137,1332098,0,0,19525,1.513121814041653E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,32781,1761366,0,0,25203,1.513121814043973E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33492,2038597,0,0,28016,1.513121814049263E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41772,2314349,0,0,33642,1.513121814057009E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32819,1918634,0,0,27738,1.513121814062536E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,33285,1866070,0,0,26587,1.513121819030836E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35253,1921855,0,0,27787,1.51312181903183E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,30251,1759441,0,0,25531,1.513121819045795E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,32215,1772736,0,0,25868,1.513121819049587E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33565,1955851,0,0,26829,1.513121819053396E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,46321,2645710,0,0,38404,1.513121819061095E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32316,1782349,0,0,25673,1.513121819065045E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35978,1916344,0,0,27413,1.51312182403433E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34365,1984860,0,0,29194,1.513121824034992E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,34655,2056319,0,0,29265,1.513121824049977E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,31562,1735582,0,0,25147,1.513121824054765E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33217,1978917,0,0,26736,1.513121824058999E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,44230,2438773,0,0,35247,1.51312182406522E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,34244,1933481,0,0,28163,1.51312182406921E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,33692,1843742,0,0,27016,1.513121829038465E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,34624,1915562,0,0,27289,1.513121829040727E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,30994,1749171,0,0,25598,1.513121829054074E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,19824,1082962,0,0,15532,1.513121829058938E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,34419,2020340,0,0,27930,1.513121829064819E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43941,2452029,0,0,35504,1.513121829069308E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,33099,1825549,0,0,25961,1.513121829073388E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,33038,1788154,0,0,25902,1.513121834042584E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,32451,1796097,0,0,26005,1.513121834046505E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,34802,2018389,0,0,28604,1.513121834058193E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,34882,1909926,0,0,27259,1.513121834063085E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33288,1949374,0,0,26332,1.513121834069742E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43121,2475483,0,0,35534,1.51312183407507E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,32946,1862394,0,0,27195,1.513121834077454E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,21485,1080090,0,0,15723,1.513121839046764E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,27237,1530707,0,0,22780,1.513121839052302E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,29722,1678122,0,0,25018,1.513121839062373E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,31398,1780049,0,0,26217,1.513121839067276E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,30592,1777924,0,0,25232,1.51312183907398E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,35190,2044421,0,0,30485,1.513121839080911E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,21556,1279732,0,0,18707,1.513121839083214E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,15146,1013589,0,0,12692,1.513121844050873E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,5608,483430,0,0,4723,1.513121844055476E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,17246,1159608,0,0,14949,1.513121844066456E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,17471,1144724,0,0,15125,1.513121844071308E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,16041,1685882,0,0,14384,1.513121844078039E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,413,190687,0,0,445,1.513121844085709E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,7815,644292,0,0,6502,1.513121844085772E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,15478,1427723,0,0,11633,1.513121849054995E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,18390,1561590,0,0,13719,1.513121849059632E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,20203,1753632,0,0,16143,1.513121849072369E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,19850,1682670,0,0,15292,1.51312184907544E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,14380,3425429,0,0,11716,1.51312184908225E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,20768,1708721,0,0,16302,1.513121849089861E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,10748,1182503,0,0,8163,1.51312184909168E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,29297,1608139,0,0,21426,1.513121854059149E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,31244,1680310,0,0,23545,1.513121854063767E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,31106,1771678,0,0,24814,1.513121854078109E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,31477,1807697,0,0,25315,1.513121854079621E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,28392,2041764,0,0,23365,1.513121854087844E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,31589,1750491,0,0,24573,1.51312185409399E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,35464,2218523,0,0,27397,1.513121854095709E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,35219,1840293,0,0,27153,1.513121859063267E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,35011,2007887,0,0,28846,1.513121859069545E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,32153,1889843,0,0,27637,1.513121859082914E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,30947,1733333,0,0,24823,1.513121859083728E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33058,2021322,0,0,27396,1.513121859090489E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,42134,2298165,0,0,32708,1.513121859098226E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,33125,1864137,0,0,26939,1.51312185909959E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,20945,1099108,0,0,15577,1.513121864067412E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,35098,1988509,0,0,28987,1.513121864075373E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,30859,1835628,0,0,26471,1.513121864083897E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,33544,1868355,0,0,27068,1.513121864087922E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,31497,1844364,0,0,25831,1.513121864094633E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,33559,1908414,0,0,27714,1.51312186410231E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,43771,2509692,0,0,36452,1.513121864102393E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,21576,1155463,0,0,16326,1.513121869071625E9
exp1,kmeans,bigdata,cluster-cin-w-4.c.spark-186801.internal,0,0,33277,1856612,0,0,26498,1.513121869080984E9
exp1,kmeans,bigdata,cluster-cin-w-1.c.spark-186801.internal,0,0,32847,1863994,0,0,26501,1.513121869089509E9
exp1,kmeans,bigdata,cluster-cin-w-3.c.spark-186801.internal,0,0,31748,1750160,0,0,24796,1.513121869093591E9
exp1,kmeans,bigdata,cluster-cin-w-0.c.spark-186801.internal,0,0,33239,1954016,0,0,25978,1.513121869098747E9
exp1,kmeans,bigdata,cluster-cin-w-6.c.spark-186801.internal,0,0,41659,2354109,0,0,33705,1.513121869106435E9
exp1,kmeans,bigdata,cluster-cin-w-5.c.spark-186801.internal,0,0,31736,1842573,0,0,25875,1.513121869107905E9
exp1,kmeans,bigdata,cluster-cin-w-2.c.spark-186801.internal,0,0,36592,1987741,0,0,28625,1.513121874075645E9
