exp,algo,scale,hostname,load5,load10,load15,procs,timestamp
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,27.8,22.95,14.12,760,1.51322249049744E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.18,1.86,4.85,702,1.513222490550543E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,54.38,39.35,21.39,780,1.513222495470903E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.37,25.31,16.08,701,1.513222495471776E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.71,24.65,14.73,700,1.513222495482025E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.05,1.88,4.32,703,1.513222495493697E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.73,25.37,14.94,699,1.513222495496399E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,27.26,22.92,14.16,760,1.513222495501307E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.17,1.83,4.83,702,1.513222495555864E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,54.83,39.7,21.6,780,1.513222500474907E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.59,25.5,16.2,701,1.513222500475754E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.93,24.6,14.77,700,1.513222500486068E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.04,1.85,4.3,703,1.513222500497658E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.24,25.6,15.07,699,1.513222500500435E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,27.96,23.14,14.28,760,1.513222500505397E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.16,1.8,4.8,702,1.513222500561417E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.24,40.04,21.81,782,1.513222505478899E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.58,25.44,16.23,701,1.513222505479689E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.42,24.81,14.89,700,1.513222505490124E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.04,1.82,4.28,702,1.513222505501694E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.42,25.56,15.12,699,1.513222505504456E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,27.4,23.1,14.31,760,1.513222505509356E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.14,1.77,4.78,704,1.513222505566959E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.62,40.37,22.01,782,1.513222510482924E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.77,25.62,16.34,701,1.513222510483763E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.87,25.01,15.01,700,1.513222510494022E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.03,1.79,4.25,702,1.513222510505612E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.74,25.53,15.16,699,1.513222510508414E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,28.17,23.33,14.43,760,1.513222510513375E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.13,1.74,4.75,704,1.513222510572506E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.97,40.69,22.22,782,1.513222515486934E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.95,25.79,16.44,701,1.513222515487721E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.28,25.21,15.12,700,1.513222515498018E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.03,1.76,4.23,702,1.513222515509734E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.24,25.74,15.29,699,1.513222515512581E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,28.8,23.54,14.55,760,1.513222515517362E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.12,1.71,4.72,704,1.513222515578135E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,56.38,41.03,22.43,782,1.513222520490909E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.03,25.94,16.54,700,1.513222520491687E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.45,25.16,15.16,700,1.513222520502093E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.03,1.73,4.21,702,1.513222520513637E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.78,25.96,15.41,699,1.513222520518721E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.37,23.75,14.66,760,1.513222520521287E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.11,1.68,4.7,704,1.513222520583726E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,56.67,41.35,22.63,784,1.513222525494886E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.35,26.14,16.66,701,1.513222525495676E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.86,25.14,15.21,700,1.513222525506012E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.03,1.7,4.19,702,1.513222525519442E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.0,25.91,15.46,699,1.513222525520574E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,28.7,23.7,14.7,760,1.51322252552535E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.26,1.69,4.68,705,1.513222525589267E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.49,41.36,22.73,784,1.513222530498888E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.89,26.39,16.79,701,1.513222530499704E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.07,25.07,15.24,700,1.513222530510077E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.02,1.67,4.16,702,1.513222530521708E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.52,25.91,15.51,699,1.513222530524531E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.21,23.89,14.81,760,1.513222530529429E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.24,1.66,4.66,705,1.513222530594774E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.85,41.67,22.93,784,1.513222535502933E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.97,26.55,16.89,701,1.513222535503764E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.38,25.22,15.34,700,1.513222535513999E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.02,1.64,4.14,702,1.513222535525631E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.04,26.11,15.63,699,1.513222535528631E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,28.39,23.81,14.83,760,1.513222535533335E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.22,1.63,4.63,705,1.513222535600328E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,56.19,41.97,23.13,784,1.513222540506911E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.14,26.72,17.0,701,1.513222540507761E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.91,25.41,15.46,700,1.513222540518139E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.02,1.61,4.12,702,1.513222540529612E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.52,26.31,15.75,699,1.513222540532456E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.0,24.01,14.95,760,1.513222540539135E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.2,1.61,4.61,705,1.513222540605848E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,56.49,42.27,23.33,784,1.513222545510896E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.29,26.9,17.11,701,1.51322254551166E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.56,25.64,15.59,700,1.513222545522105E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.02,1.59,4.1,702,1.513222545533658E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.83,26.27,15.8,699,1.513222545536461E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.56,24.21,15.06,760,1.513222545541264E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.19,1.58,4.58,705,1.513222545611427E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,56.77,42.56,23.53,784,1.513222550514955E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.5,27.08,17.22,701,1.51322255051575E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.08,25.84,15.71,700,1.513222550526105E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.02,1.56,4.07,702,1.513222550537652E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.41,26.48,15.92,699,1.513222550540558E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,30.08,24.41,15.17,760,1.513222550545396E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.17,1.55,4.56,705,1.513222550616998E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.83,42.6,23.64,784,1.513222555518872E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.42,27.0,17.25,701,1.513222555519723E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.47,26.03,15.82,700,1.513222555530126E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.02,1.54,4.05,702,1.51322255554171E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.18,26.74,16.06,699,1.513222555544505E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,30.23,24.53,15.26,760,1.513222555549418E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.24,1.54,4.54,705,1.513222555622501E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,54.8,42.61,23.75,784,1.513222560522917E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.55,27.15,17.35,701,1.513222560523668E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.91,26.23,15.94,700,1.513222560534048E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.51,4.03,702,1.513222560545643E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.44,26.69,16.11,700,1.513222560548617E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,30.61,24.71,15.37,760,1.513222560553495E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.22,1.52,4.51,705,1.513222560626249E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.22,42.9,23.94,783,1.513222565526914E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.75,27.31,17.45,701,1.513222565527753E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.84,25.91,15.89,700,1.513222565538089E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.48,4.01,702,1.513222565549608E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.13,26.93,16.24,700,1.513222565552538E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,31.04,24.89,15.48,760,1.513222565557378E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.2,1.49,4.49,703,1.513222565630209E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.6,43.18,24.14,783,1.513222570530904E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.72,27.22,17.48,701,1.513222570531651E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.57,26.14,16.02,700,1.513222570542019E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.46,3.98,702,1.513222570553689E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.6,27.13,16.36,700,1.513222570556509E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.04,24.58,15.43,760,1.513222570561304E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.18,1.47,4.47,703,1.513222570635805E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.95,43.46,24.33,783,1.513222575534891E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,32.79,27.13,17.5,701,1.513222575535739E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.81,26.08,16.05,700,1.513222575546053E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.43,3.96,702,1.513222575557692E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,34.03,27.33,16.48,700,1.513222575560411E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.6,24.77,15.54,760,1.513222575565402E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.17,1.44,4.44,703,1.513222575641388E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,56.28,43.74,24.52,784,1.513222580538859E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,31.92,27.05,17.53,701,1.513222580539624E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.1,26.01,16.09,700,1.513222580550033E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.41,3.94,702,1.513222580561731E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,34.35,27.51,16.6,700,1.513222580564484E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,30.11,24.96,15.65,760,1.513222580569392E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.16,1.42,4.42,703,1.513222580646933E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,55.38,43.76,24.63,782,1.513222585542812E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,29.77,26.68,17.46,700,1.513222585543534E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.77,26.01,16.14,700,1.513222585555791E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.39,3.92,702,1.513222585565714E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.24,27.18,16.55,700,1.513222585568515E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,30.58,25.14,15.76,760,1.513222585573452E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.14,1.39,4.39,702,1.513222585652478E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,53.58,43.58,24.68,782,1.513222590546948E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,30.42,26.87,17.57,700,1.513222590548223E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.15,25.94,16.17,700,1.513222590558045E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.36,3.9,702,1.513222590569631E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.78,27.38,16.67,700,1.513222590572463E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.81,25.07,15.79,760,1.5132225905773E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.13,1.37,4.37,702,1.513222590658056E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,54.1,43.85,24.87,782,1.513222595550901E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,30.95,27.04,17.67,700,1.513222595551675E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,28.58,25.87,16.2,700,1.513222595562121E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.34,3.88,702,1.513222595573703E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,30.8,27.06,16.63,700,1.513222595576447E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.83,25.15,15.86,760,1.51322259558126E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.12,1.35,4.35,702,1.513222595663642E9
exp2,pca,bigdata,cluster-cin-w-5.c.spark-186801.internal,54.65,44.14,25.06,782,1.51322260055491E9
exp2,pca,bigdata,cluster-cin-w-4.c.spark-186801.internal,30.23,26.96,17.7,700,1.513222600555716E9
exp2,pca,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.33,26.08,16.32,700,1.513222600566111E9
exp2,pca,bigdata,cluster-cin-w-2.c.spark-186801.internal,0.01,1.32,3.86,702,1.513222600577694E9
exp2,pca,bigdata,cluster-cin-w-0.c.spark-186801.internal,29.85,26.92,16.64,700,1.513222600580449E9
exp2,pca,bigdata,cluster-cin-w-3.c.spark-186801.internal,29.12,25.08,15.89,760,1.513222600585312E9
exp2,pca,bigdata,cluster-cin-w-6.c.spark-186801.internal,0.11,1.33,4.32,702,1.513222600669219E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,3.2,5.72,4.52,499,1.513211075182025E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,5.21,4.92,3.57,510,1.513211075184735E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,5.5,5.05,4.13,513,1.513211075186525E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,3.59,3.67,2.89,509,1.513211075186574E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,3.28,3.82,3.22,515,1.513211075186966E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.72,3.69,3.01,509,1.513211075189089E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,3.83,4.18,3.23,510,1.513211075189739E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,2.94,5.62,4.5,539,1.513211080187494E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,4.8,4.84,3.55,511,1.513211080190243E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,5.06,4.96,4.11,513,1.513211080192082E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,3.31,3.61,2.88,509,1.513211080192135E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,3.02,3.76,3.2,515,1.513211080192366E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.5,3.65,2.99,508,1.513211080194576E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,3.53,4.11,3.21,510,1.513211080195274E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,2.95,5.58,4.49,728,1.513211085189177E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,4.49,4.77,3.54,617,1.513211085192154E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,3.04,3.55,2.86,612,1.513211085193885E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,4.73,4.9,4.1,591,1.513211085197673E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,2.78,3.7,3.19,623,1.513211085197826E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.22,3.59,2.98,611,1.513211085199457E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,3.24,4.04,3.19,613,1.513211085200753E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,2.87,5.52,4.47,760,1.513211090194658E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,4.21,4.71,3.52,631,1.513211090196403E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,2.8,3.49,2.85,627,1.513211090199458E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,2.55,3.64,3.17,632,1.513211090199636E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,4.35,4.81,4.07,635,1.51321109020333E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.04,3.54,2.97,626,1.513211090205051E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,2.98,3.97,3.18,635,1.51321109020631E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,2.64,5.43,4.45,805,1.513211095200301E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,3.87,4.63,3.5,655,1.513211095201902E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,2.73,3.47,2.84,654,1.513211095205056E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,2.35,3.58,3.15,660,1.513211095205089E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,4.32,4.8,4.07,662,1.513211095208981E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,2.8,3.49,2.95,656,1.513211095210688E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,2.74,3.91,3.16,659,1.51321109521185E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,3.31,5.52,4.48,853,1.513211100203695E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,4.12,4.67,3.52,687,1.513211100204445E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,2.67,3.44,2.84,684,1.513211100209862E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,2.32,3.55,3.15,690,1.513211100210592E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,6.7,5.29,4.23,694,1.513211100214009E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,5.05,3.94,3.1,687,1.513211100215547E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,2.76,3.89,3.16,690,1.513211100216967E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,6.2,5.09,3.66,692,1.513211105205678E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,7.93,6.44,4.79,857,1.513211105208214E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,5.18,4.12,3.33,696,1.513211105214824E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,4.78,3.87,2.98,690,1.513211105215589E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,6.16,5.2,4.21,694,1.513211105219817E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,4.65,3.88,3.08,690,1.513211105221829E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,5.67,4.48,3.35,690,1.513211105222646E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,6.02,5.07,3.67,700,1.513211110211159E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,7.38,6.35,4.77,868,1.51321111021366E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,4.84,4.07,3.32,703,1.513211110220382E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,4.88,3.9,2.99,698,1.513211110221206E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,4.36,3.83,3.07,696,1.513211110224109E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,5.67,5.11,4.19,702,1.513211110225351E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,5.37,4.43,3.34,698,1.513211110228105E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,5.54,4.99,3.65,700,1.513211115216684E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,6.79,6.24,4.74,868,1.51321111521914E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,4.45,4.0,3.3,702,1.513211115225814E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,4.49,3.84,2.98,697,1.513211115226684E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,4.01,3.76,3.06,696,1.513211115229644E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,5.22,5.03,4.16,701,1.513211115230941E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,4.94,4.36,3.33,698,1.51321111523364E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,5.09,4.91,3.63,700,1.513211120222127E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,6.24,6.14,4.72,868,1.513211120224667E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,4.1,3.93,3.28,703,1.513211120230808E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,4.13,3.77,2.96,697,1.513211120231991E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.69,3.7,3.04,696,1.513211120235198E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,4.8,4.94,4.14,701,1.513211120236568E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,4.55,4.29,3.31,698,1.513211120239181E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,4.69,4.83,3.61,700,1.513211125227587E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,5.74,6.04,4.69,868,1.513211125230079E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,3.77,3.87,3.27,703,1.513211125236127E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,3.8,3.71,2.94,697,1.513211125237481E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.39,3.64,3.02,696,1.513211125239961E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,4.41,4.86,4.12,701,1.51321112524213E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,4.18,4.22,3.29,698,1.513211125244704E9
exp2,pca,gigantic,cluster-cin-w-4.c.spark-186801.internal,4.31,4.74,3.59,699,1.513211130233037E9
exp2,pca,gigantic,cluster-cin-w-5.c.spark-186801.internal,5.28,5.94,4.66,868,1.513211130235618E9
exp2,pca,gigantic,cluster-cin-w-1.c.spark-186801.internal,3.47,3.8,3.25,702,1.513211130241613E9
exp2,pca,gigantic,cluster-cin-w-3.c.spark-186801.internal,3.49,3.65,2.93,697,1.51321113024299E9
exp2,pca,gigantic,cluster-cin-w-6.c.spark-186801.internal,3.12,3.58,3.01,695,1.513211130245474E9
exp2,pca,gigantic,cluster-cin-w-2.c.spark-186801.internal,4.06,4.78,4.1,701,1.513211130247858E9
exp2,pca,gigantic,cluster-cin-w-0.c.spark-186801.internal,3.85,4.15,3.27,696,1.513211130250349E9
