exp,algo,scale,hostname,load5,load10,load15,procs,timestamp
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.73,33.75,23.11,676,1.513132244558959E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.68,33.33,23.15,673,1.51313224456912E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,46.93,49.22,33.64,830,1.51313224954583E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.72,33.31,22.75,673,1.513132249546728E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.53,33.0,22.67,675,1.51313224954818E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.23,32.66,24.42,675,1.513132249559238E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.8,31.0,21.42,674,1.513132249562677E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.87,33.19,22.98,676,1.513132249564492E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,34.34,33.09,23.13,673,1.51313224957309E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.61,32.45,22.55,682,1.513132254550332E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.78,32.76,22.63,682,1.513132254552377E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,43.17,48.4,33.46,841,1.513132254553123E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.65,32.12,24.29,682,1.51313225456472E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,31.09,30.49,21.3,680,1.513132254568281E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,30.24,32.64,22.86,682,1.513132254570022E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,32.87,32.81,23.09,681,1.513132254578713E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,32.68,32.28,22.55,682,1.513132259554445E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,42.52,48.18,33.46,844,1.513132259554562E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.16,32.65,22.65,680,1.513132259554704E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.04,31.95,24.28,684,1.513132259569672E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,29.64,30.19,21.26,682,1.513132259573114E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,30.46,32.64,22.92,684,1.513132259573274E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,33.44,32.93,23.18,681,1.513132259581105E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.26,32.4,22.64,681,1.513132264558458E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,43.92,48.37,33.61,841,1.513132264558588E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.71,32.77,22.74,680,1.513132264559745E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.92,32.08,24.36,682,1.513132264573678E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,30.47,30.36,21.36,680,1.513132264577096E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.22,32.76,23.01,681,1.51313226457725E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,33.97,33.05,23.27,680,1.513132264585146E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.8,32.53,22.74,681,1.513132269562613E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.21,32.89,22.84,682,1.513132269562761E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,45.21,48.57,33.75,841,1.513132269563098E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.72,32.21,24.45,682,1.513132269577725E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,31.24,30.52,21.46,680,1.513132269581113E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.93,32.89,23.1,681,1.513132269581247E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,34.45,33.16,23.36,680,1.513132269589131E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.3,32.65,22.83,681,1.513132274566407E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,46.39,48.76,33.89,841,1.513132274566634E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.75,33.02,22.93,680,1.513132274566812E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.47,32.34,24.53,682,1.513132274581689E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,31.94,30.68,21.56,680,1.513132274585098E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.57,33.0,23.19,681,1.513132274585338E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,34.9,33.28,23.45,680,1.513132274593132E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.76,32.78,22.92,681,1.513132279570475E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,47.48,48.94,34.03,841,1.513132279570761E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.09,33.12,23.02,682,1.513132279571212E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.15,32.47,24.61,682,1.513132279585673E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,32.58,30.83,21.66,680,1.513132279589128E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.17,33.12,23.28,681,1.513132279589267E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.95,33.52,23.58,680,1.513132279597153E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.18,32.9,23.01,681,1.513132284574493E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,48.48,49.13,34.17,841,1.513132284574663E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.49,33.24,23.11,680,1.513132284574957E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.78,32.6,24.7,682,1.513132284589738E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.18,30.98,21.75,680,1.513132284593115E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.72,33.23,23.37,681,1.513132284593294E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.35,33.64,23.68,680,1.513132284601164E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.56,33.02,23.1,681,1.513132289578457E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,49.41,49.31,34.31,841,1.513132289578606E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.85,33.35,23.2,681,1.513132289578829E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,33.36,32.72,24.78,682,1.513132289593712E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.72,31.13,21.85,680,1.513132289597112E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,34.22,33.35,23.46,681,1.513132289597289E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.64,33.75,23.77,680,1.513132289605203E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.92,33.13,23.19,681,1.513132294582475E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.18,33.46,23.29,680,1.513132294582841E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,50.26,49.48,34.45,841,1.513132294583969E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,33.89,32.84,24.86,682,1.513132294597746E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.23,31.28,21.95,679,1.513132294601131E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,34.68,33.46,23.55,681,1.513132294601292E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.91,33.85,23.85,680,1.513132294609131E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.25,33.25,23.29,681,1.513132299586477E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,51.04,49.66,34.58,841,1.513132299586647E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.49,33.57,23.38,680,1.513132299587436E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,34.38,32.96,24.94,683,1.51313229960173E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.69,31.43,22.05,679,1.513132299605162E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.11,33.57,23.64,681,1.513132299605982E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.16,33.96,23.94,681,1.513132299613177E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.55,33.36,23.37,682,1.513132304590504E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,51.83,49.85,34.73,841,1.513132304590741E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.77,33.68,23.47,681,1.513132304590772E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,34.83,33.08,25.02,682,1.513132304605725E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.12,31.57,22.14,679,1.513132304609154E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.5,33.67,23.72,682,1.513132304609324E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.39,34.06,24.03,680,1.513132304617178E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.82,33.47,23.46,681,1.513132309594503E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,52.49,50.02,34.86,841,1.51313230959467E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.03,33.78,23.56,681,1.513132309594856E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.24,33.19,25.1,684,1.513132309609762E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.51,31.71,22.24,681,1.513132309613185E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.86,33.78,23.81,682,1.513132309613337E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.6,34.16,24.11,682,1.513132309621196E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.08,33.58,23.55,674,1.513132314598498E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,53.09,50.18,35.0,832,1.513132314598621E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.27,33.89,23.65,673,1.513132314598799E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.63,33.31,25.18,674,1.513132314613743E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.87,31.85,22.34,671,1.513132314617168E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.19,33.88,23.9,675,1.513132314617596E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.55,34.2,24.18,672,1.513132314625248E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.31,33.68,23.64,675,1.51313231960248E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.41,33.97,23.73,673,1.513132319602992E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,53.64,50.35,35.13,829,1.513132319603949E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.98,33.42,25.26,675,1.513132319617758E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.2,31.98,22.43,673,1.513132319621176E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.5,33.98,23.99,674,1.51313231962146E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.66,34.28,24.26,674,1.513132319629191E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.45,33.77,23.72,674,1.513132324606535E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,54.23,50.52,35.27,829,1.513132324606743E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.45,34.04,23.81,673,1.513132324607128E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.22,33.51,25.34,676,1.513132324621728E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.34,32.08,22.52,672,1.513132324625164E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.62,34.05,24.06,674,1.51313232462594E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.69,34.35,24.34,674,1.513132324633194E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.49,33.84,23.8,674,1.513132329610574E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,54.7,50.68,35.41,830,1.513132329610659E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.5,34.1,23.88,673,1.51313232961087E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.36,33.58,25.41,675,1.513132329625768E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.39,32.16,22.59,673,1.513132329629166E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.73,34.12,24.14,673,1.513132329629692E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.64,34.39,24.4,673,1.513132329637204E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.37,33.88,23.87,674,1.51313233461454E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,54.56,50.72,35.5,830,1.513132334614684E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.46,34.15,23.96,673,1.513132334615494E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.49,33.66,25.47,675,1.51313233462979E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.28,32.21,22.66,672,1.513132334633199E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.83,34.18,24.21,673,1.513132334633634E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.5,34.42,24.47,673,1.513132334641222E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.26,33.91,23.93,673,1.513132339618538E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.34,34.18,24.02,673,1.513132339618886E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,54.35,50.74,35.59,832,1.513132339619063E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.53,33.71,25.54,674,1.513132339633776E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.93,34.25,24.29,673,1.513132339637383E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.1,32.24,22.72,672,1.513132339638305E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.46,34.46,24.53,672,1.513132339645217E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.16,33.95,24.0,673,1.513132344622568E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,52.72,50.46,35.58,832,1.513132344623007E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,37.23,34.21,24.08,672,1.51313234462363E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.57,33.77,25.6,674,1.513132344637845E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.85,32.25,22.78,672,1.51313234464122E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.01,34.31,24.36,673,1.513132344641396E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.35,34.49,24.6,672,1.513132344649259E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,37.07,33.98,24.06,673,1.513132349626602E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.77,33.96,24.06,674,1.513132349627424E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,48.5,49.62,35.39,832,1.513132349628546E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.53,33.81,25.65,676,1.513132349641879E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.54,32.25,22.83,673,1.513132349645258E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.09,34.37,24.43,673,1.513132349645498E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.24,34.51,24.66,672,1.513132349653326E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.98,34.02,24.13,675,1.513132354630594E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.35,33.69,24.02,674,1.513132354630936E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,44.62,48.8,35.2,831,1.513132354633828E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.12,33.56,25.62,675,1.513132354645847E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.16,34.43,24.51,674,1.513132354649466E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,32.7,31.71,22.7,671,1.513132354650888E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.9,34.49,24.7,673,1.513132354657297E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.38,33.73,24.09,675,1.513132359634607E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,31.6,33.14,23.9,673,1.513132359636534E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,41.04,47.99,35.01,829,1.513132359639358E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,33.75,33.3,25.58,674,1.513132359649827E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.83,34.41,24.55,675,1.513132359653436E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,30.08,31.19,22.58,671,1.513132359656497E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.39,34.21,24.67,674,1.513132359661329E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.83,33.44,24.04,674,1.513132364640373E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,29.15,32.6,23.77,673,1.513132364642063E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,37.76,47.19,34.82,829,1.51313236464486E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.41,33.03,25.53,675,1.513132364655529E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.6,34.4,24.6,674,1.513132364657424E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,27.67,30.67,22.46,671,1.513132364662069E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,32.55,33.64,24.53,674,1.513132364663369E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,26.97,32.09,23.66,672,1.513132369645302E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,31.2,32.9,23.92,673,1.513132369645949E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,34.73,46.41,34.63,829,1.513132369650474E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.97,32.51,25.4,675,1.513132369661045E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.23,34.36,24.64,675,1.513132369661529E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,25.45,30.16,22.34,671,1.513132369667558E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,30.02,33.1,24.41,672,1.513132369668873E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,27.06,32.02,23.68,682,1.513132374647013E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,28.7,32.35,23.79,683,1.513132374650598E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,33.95,46.05,34.58,844,1.51313237465477E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.54,34.45,24.73,681,1.513132374665509E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,29.17,32.31,25.37,684,1.513132374666772E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,23.41,29.66,22.22,681,1.513132374669256E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,30.34,33.12,24.46,682,1.513132374673352E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,28.09,32.16,23.77,680,1.513132379651063E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,29.61,32.48,23.88,681,1.513132379654661E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,36.6,46.4,34.76,841,1.513132379658797E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.89,34.56,24.81,681,1.513132379669523E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.04,32.43,25.45,682,1.513132379670528E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,23.78,29.63,22.25,679,1.513132379673302E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,31.12,33.23,24.54,680,1.513132379677335E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,29.05,32.29,23.85,680,1.513132384655039E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,30.44,32.61,23.97,681,1.513132384658643E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,38.47,46.63,34.89,841,1.513132384662795E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.14,34.65,24.9,681,1.513132384673494E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.84,32.56,25.53,682,1.513132384673923E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,25.08,29.8,22.35,679,1.51313238467731E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,31.83,33.34,24.63,680,1.513132384681331E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,29.92,32.42,23.94,680,1.513132389659018E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,31.2,32.73,24.05,681,1.513132389662616E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,40.2,46.85,35.03,841,1.513132389666776E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.37,34.74,24.98,681,1.513132389677473E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.57,32.68,25.61,682,1.513132389677852E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,26.28,29.97,22.44,679,1.513132389681274E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,32.48,33.45,24.71,680,1.513132389685362E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,30.73,32.54,24.03,680,1.513132394663022E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,31.91,32.85,24.14,681,1.513132394666595E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,41.86,47.09,35.17,841,1.513132394670815E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.58,34.83,25.06,681,1.513132394681489E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.25,32.81,25.69,682,1.513132394681901E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,27.37,30.14,22.54,679,1.513132394685321E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,33.08,33.56,24.79,680,1.513132394689311E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,31.47,32.67,24.11,680,1.513132399667079E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,32.56,32.97,24.22,681,1.51313239967067E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,43.32,47.3,35.3,841,1.513132399674821E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.78,34.91,25.14,681,1.513132399685514E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.87,32.92,25.76,682,1.513132399686467E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,28.39,30.3,22.63,679,1.513132399689331E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,33.64,33.67,24.87,680,1.513132399693349E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,32.16,32.79,24.2,680,1.513132404671038E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.15,33.09,24.31,681,1.513132404674685E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,44.65,47.51,35.43,841,1.513132404678819E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.95,35.0,25.22,681,1.513132404689572E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,33.44,33.04,25.84,682,1.513132404690207E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,29.32,30.46,22.72,679,1.513132404693323E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,34.15,33.78,24.95,680,1.513132404697359E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,32.78,32.91,24.28,680,1.513132409675057E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.7,33.2,24.39,681,1.513132409678662E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,45.88,47.72,35.57,841,1.513132409682906E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.12,35.08,25.3,681,1.51313240969357E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,34.61,33.29,25.96,682,1.513132409694392E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,30.33,30.66,22.83,679,1.513132409697331E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,34.62,33.88,25.04,680,1.513132409701407E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.36,33.03,24.37,680,1.513132414679052E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.21,33.32,24.48,681,1.513132414682679E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,47.01,47.92,35.7,841,1.513132414686887E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.27,35.16,25.38,681,1.513132414697569E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.04,33.4,26.04,682,1.513132414697942E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,31.11,30.81,22.92,679,1.513132414701342E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.05,33.98,25.12,680,1.513132414705395E9
