moment,node,load5,load10,load15,procs
1,1,0.61,3.3,3.75,514
1,5,0.8,3.52,3.87,515
1,3,0.86,4,3.47,516
1,4,0.89,3.53,3.87,515
1,2,0.92,3.62,3.87,516
1,6,0.9,5.26,5.98,501
1,7,1.37,5.23,5.4,517
2,5,1.06,3.53,3.87,555
2,1,0.56,3.24,3.73,515
2,3,0.79,3.93,3.45,516
2,4,0.82,3.47,3.85,515
2,2,0.85,3.56,3.85,517
2,6,0.83,5.17,5.95,501
2,7,1.26,5.15,5.37,517
3,5,1.05,3.48,3.86,704
3,1,0.59,3.2,3.72,612
3,3,0.73,3.86,3.43,612
3,4,0.99,3.46,3.85,615
3,2,0.78,3.5,3.83,622
3,6,0.84,5.1,5.92,594
3,7,1.24,5.08,5.34,690
4,5,0.97,3.43,3.84,733
4,4,0.91,3.4,3.82,651
4,1,0.54,3.15,3.7,650
4,2,0.72,3.44,3.81,648
4,3,1.31,3.93,3.45,652
4,6,0.78,5.02,5.89,635
4,7,1.22,5.01,5.32,715
5,5,1.77,3.55,3.88,734
5,3,1.68,3.97,3.47,656
5,4,1.16,3.41,3.83,653
5,2,1.7,3.6,3.86,655
5,1,1.06,3.21,3.72,653
5,7,2.17,5.14,5.36,721
5,6,1.36,5.07,5.9,638
6,5,2.19,3.61,3.89,734
6,4,1.79,3.51,3.85,653
6,3,2.35,4.07,3.5,656
6,2,2.44,3.72,3.9,655
6,1,1.54,3.28,3.73,653
6,6,1.73,5.08,5.9,638
6,7,3.03,5.27,5.4,721
7,5,2.57,3.67,3.91,733
7,4,2.37,3.6,3.88,653
7,3,2.72,4.12,3.52,656
7,2,2.81,3.78,3.92,655
7,1,2.06,3.36,3.76,653
7,6,2.23,5.13,5.91,638
7,7,3.75,5.39,5.44,721
8,5,2.93,3.72,3.93,734
8,3,3.07,4.16,3.54,656
8,2,2.99,3.8,3.92,655
8,4,3.46,3.8,3.95,654
8,1,2.45,3.42,3.77,653
8,6,2.53,5.15,5.91,638
8,7,4.49,5.51,5.48,721
9,5,3.34,3.79,3.95,734
9,4,3.9,3.89,3.97,655
9,2,3.39,3.87,3.94,655
9,3,3.46,4.23,3.57,656
9,1,2.74,3.46,3.79,653
9,6,2.89,5.18,5.92,638
9,7,5.09,5.62,5.52,721
10,5,3.55,3.83,3.96,734
10,3,3.91,4.31,3.6,656
10,2,3.76,3.94,3.97,655
10,4,4.23,3.96,4,655
10,1,2.92,3.49,3.79,653
10,6,3.3,5.22,5.93,637
10,7,5.57,5.71,5.55,721
11,5,4.07,3.93,3.99,734
11,4,4.37,3.99,4.01,655
11,2,4.18,4.02,3.99,655
11,3,4.15,4.35,3.61,656
11,1,3.08,3.51,3.8,655
11,6,3.68,5.27,5.94,636
11,7,6.24,5.85,5.59,719
12,5,4.38,4,4.02,733
12,3,4.38,4.4,3.63,655
12,4,4.74,4.08,4.03,653
12,2,4.24,4.04,4,654
12,1,3.48,3.59,3.82,653
12,6,4.02,5.32,5.95,637
12,7,6.94,6,5.64,721
13,5,4.67,4.07,4.04,733
13,4,5.16,4.18,4.07,652
13,2,4.62,4.12,4.03,654
13,3,4.67,4.46,3.66,655
13,1,3.76,3.64,3.84,652
13,6,4.18,5.33,5.95,637
13,7,7.27,6.08,5.67,721
14,5,4.94,4.13,4.06,731
14,3,5.1,4.55,3.69,655
14,4,5.31,4.22,4.08,653
14,2,4.89,4.19,4.05,653
14,1,4.1,3.72,3.86,655
14,7,7.81,6.21,5.72,721
14,6,4.49,5.37,5.97,636
15,5,5.1,4.18,4.07,714
15,2,5.14,4.25,4.07,653
15,3,5.49,4.64,3.72,655
15,4,5.45,4.27,4.1,653
15,1,4.41,3.79,3.89,655
15,7,8.38,6.36,5.77,718
15,6,4.77,5.42,5.98,637
16,5,5.42,4.26,4.1,711
16,3,5.45,4.65,3.73,651
16,2,5.37,4.31,4.09,651
16,4,5.57,4.31,4.11,649
16,1,4.78,3.87,3.91,651
16,7,8.91,6.5,5.82,715
16,6,5.11,5.48,5.99,633
17,2,5.58,4.37,4.11,651
17,5,5.54,4.31,4.12,711
17,3,5.58,4.69,3.75,650
17,4,5.77,4.38,4.14,649
17,1,4.96,3.93,3.93,650
17,7,9.16,6.6,5.85,715
17,6,5.26,5.5,6,633
18,2,5.86,4.45,4.14,651
18,5,5.82,4.38,4.14,711
18,3,5.61,4.71,3.76,651
18,4,6.03,4.45,4.16,648
18,7,9.31,6.67,5.88,714
18,1,5.28,4.01,3.96,651
18,6,5.56,5.56,6.02,633
19,2,6.03,4.51,4.16,651
19,5,6.07,4.46,4.17,711
19,3,5.8,4.76,3.79,650
19,4,6.18,4.51,4.18,649
19,7,9.53,6.76,5.91,714
19,1,5.58,4.09,3.98,651
19,6,5.6,5.57,6.02,633
20,2,6.27,4.58,4.19,651
20,5,6.15,4.5,4.19,713
20,4,6.25,4.55,4.2,648
20,3,5.9,4.8,3.8,651
20,7,9.56,6.81,5.93,715
20,1,5.69,4.14,4,651
20,6,5.55,5.56,6.01,633
21,2,6.57,4.67,4.22,651
21,5,6.46,4.59,4.22,710
21,4,6.39,4.61,4.22,648
21,7,9.76,6.9,5.97,715
21,3,5.99,4.84,3.82,651
21,1,5.88,4.21,4.02,649
21,6,5.66,5.58,6.02,633
22,2,6.6,4.71,4.23,657
22,5,6.58,4.65,4.24,716
22,4,6.52,4.67,4.24,654
22,1,6.21,4.3,4.06,655
22,7,9.94,6.98,6,724
22,3,5.99,4.86,3.83,657
22,6,5.77,5.61,6.02,638
23,2,6.55,4.74,4.24,657
23,5,6.61,4.69,4.25,717
23,4,6.8,4.76,4.27,654
23,7,10.26,7.1,6.04,723
23,1,6.43,4.38,4.08,654
23,3,5.99,4.88,3.84,657
23,6,5.95,5.65,6.03,639
24,2,6.51,4.76,4.25,657
24,5,6.73,4.75,4.27,717
24,4,6.97,4.83,4.3,653
24,7,10.64,7.23,6.09,724
24,1,6.56,4.44,4.1,655
24,3,6.31,4.96,3.88,657
24,6,5.79,5.62,6.02,639
25,2,6.79,4.84,4.28,657
25,5,6.83,4.8,4.29,717
25,4,7.06,4.88,4.32,654
25,7,10.83,7.33,6.13,724
25,3,6.45,5.01,3.9,657
25,1,6.83,4.53,4.14,655
25,6,5.97,5.66,6.03,639
26,2,6.89,4.9,4.3,655
26,4,7.13,4.93,4.34,654
26,7,11.09,7.44,6.17,724
26,5,6.92,4.85,4.31,717
26,3,6.41,5.03,3.91,657
26,1,6.85,4.57,4.15,655
