moment,node,load5,load10,load15,procs
1,4,6.09,5.97,6.5,502
1,2,5.83,6.2,6.85,497
1,3,5.73,5.79,6.33,496
1,5,5.3,5.93,6.69,497
1,7,10.18,10.64,11.25,498
1,6,5.76,5.86,6.53,497
1,1,5.15,5.96,6.61,497
2,2,5.37,6.1,6.81,498
2,3,5.27,5.7,6.3,496
2,4,5.61,5.87,6.47,502
2,7,9.36,10.47,11.19,498
2,6,5.3,5.76,6.5,497
2,5,4.87,5.83,6.65,497
2,1,4.82,5.88,6.58,537
3,2,5.1,6.03,6.78,633
3,3,4.85,5.6,6.26,671
3,4,5.16,5.77,6.43,640
3,7,8.61,10.29,11.13,592
3,5,4.48,5.73,6.62,631
3,6,4.87,5.67,6.46,607
3,1,4.59,5.81,6.55,686
4,7,7.92,10.12,11.07,637
4,2,5.25,6.04,6.79,636
4,5,4.12,5.64,6.58,640
4,3,4.46,5.51,6.23,704
4,4,4.74,5.67,6.4,638
4,6,4.72,5.62,6.44,638
4,1,5.03,5.88,6.57,716
5,7,8.01,10.1,11.06,641
5,2,4.91,5.96,6.75,635
5,3,4.98,5.6,6.25,707
5,5,3.79,5.54,6.54,640
5,4,4.36,5.58,6.36,637
5,6,4.35,5.53,6.41,641
5,1,4.86,5.83,6.55,716
6,7,9.45,10.37,11.14,650
6,2,5.48,6.06,6.78,649
6,3,6.51,5.91,6.35,725
6,5,4.29,5.62,6.56,649
6,6,5.44,5.73,6.47,651
6,4,5.22,5.73,6.41,654
6,1,6.24,6.1,6.64,729
7,7,9.81,10.43,11.16,684
7,2,6.4,6.24,6.84,683
7,3,5.98,5.81,6.31,776
7,5,5.07,5.76,6.6,683
7,6,6.04,5.86,6.51,685
7,4,5.92,5.87,6.45,688
7,1,6.22,6.1,6.63,763
8,7,9.43,10.34,11.13,684
8,2,6.21,6.2,6.82,683
8,3,5.51,5.71,6.28,776
8,5,6.34,6.01,6.68,683
8,6,6.28,5.91,6.52,685
8,4,6.41,5.97,6.48,688
8,1,5.72,6,6.6,763
9,2,5.71,6.1,6.78,683
9,3,5.3,5.67,6.26,776
