moment,node,user,system,iowait,softirq,idle
1,2,0.137379792681404,0.0499562882477832,0.0874235044336206,0,99.7252404146372
1,3,0.137362637362637,0.04995004995005,0.04995004995005,0,99.7627372627373
1,4,0.137379792681404,0.0249781441238916,0.062445360309729,0,99.775196702885
1,5,0.0999125764955664,0.0249781441238916,0.0499562882477832,0,99.8251529911328
1,7,0.124890720619458,0.0249781441238916,0.0374672161858374,0,99.8126639190708
1,6,0.0624531601299026,0.024981264051961,0.0374718960779415,0,99.8750936797402
1,1,0.0999000999000999,0.024975024975025,0.0624375624375624,0,99.8126873126873
2,2,2.41310327581895,0.70017504376094,0,0.0250062515628907,96.8617154288572
2,3,0.0124937531234383,0,0,0,99.9875062468766
2,4,0.0249843847595253,0.0124921923797626,0,0,99.9625234228607
2,7,0.062445360309729,0.0124890720619458,0,0,99.9250655676283
2,5,0.0749531542785759,0,0.0499687695190506,0,99.8750780762024
2,6,0.237559389847462,0.312578144536134,0.0125031257814454,0.0250062515628907,99.4123530882721
2,1,0.162459385153712,0.374906273431642,0,0.0374906273431642,99.4251437140715
3,2,12.5625,0.925,0.125,0.0125,86.375
3,3,2.78784848106013,0.775096887110889,0,0.0250031253906738,96.4120515064383
3,4,9.79458917835671,1.27755511022044,0.0125250501002004,0.0250501002004008,88.8902805611222
3,7,9.8313554028732,1.26171143035603,0.0249843847595253,0.0249843847595253,88.8569643972517
3,5,2.83466533466533,0.824175824175824,0,0.024975024975025,96.3161838161838
3,6,2.96620775969962,0.926157697121402,0.137672090112641,0.0125156445556946,95.9574468085106
3,1,3.16487365524143,0.875656742556918,0.150112584438329,0.0125093820365274,95.7968476357268
4,7,1.31282820705176,0.0875218804701175,0.0250062515628907,0,98.5746436609152
4,3,8.66574965612105,0.762786044766788,0.0250093785169439,0.0125046892584719,90.5339502313367
4,2,5.60969515242379,0.449775112443778,0.0249875062468766,0,93.9155422288856
4,4,10.8779817659548,1.01161483701761,0.137379792681404,0.0124890720619458,87.9605345322843
