moment,node,user,system,iowait,softirq,idle
3,1,2.16331124171564,0.675253219957484,0.0125046892584719,0.0500187570338877,97.0989120920345
3,6,2.63684078980255,0.912271932016996,0.0124968757810547,0.0249937515621095,96.4133966508373
3,7,2.11223597050369,0.737407824021997,0.0124984376952881,0.0499937507811524,97.0878640169979
4,2,14.0122607281371,1.06343050168898,0.0125109470786939,0,84.9117978230952
4,3,12.8358955130609,0.999875015623047,0.0249968753905762,0,86.1392325959255
4,5,8.78201124297314,0.787008119925047,0.0249843847595253,0,90.4059962523423
4,4,9.32182182182182,0.800800800800801,0.0125125125125125,0,89.8648648648649
4,1,9.09545227386307,0.962018990504748,0.0124937531234383,0,89.9300349825087
4,6,9.3375,0.675,0.025,0,89.9625
4,7,10.4861892263467,0.899887514060742,0.0124984376952881,0,88.6014248218973
5,2,10.2099475131217,0.799800049987503,0.0124968757810547,0.0249937515621095,88.9527618095476
5,3,22.4809112529728,1.65227187382651,0,0.0375516334960571,75.8292652397046
5,5,14.0192765051946,1.06396294905495,0,0.0375516334960571,84.8792089122544
5,4,13.8513513513514,1.1011011011011,0.125125125125125,0.0125125125125125,84.9099099099099
5,1,14.063675106543,0.839809476059163,0,0.0376034093757834,85.0589120080221
5,6,16.144397092003,1.22837803960892,0,0.0501378791677112,82.5770869892204
5,7,15.4058116232465,1.18987975951904,0.0125250501002004,0.0250501002004008,83.3667334669339
6,3,59.5672836418209,14.5947973986993,0,0.087543771885943,25.7503751875938
6,2,55.1362159460135,17.808047988003,0,0.0499875031242189,27.0057485628593
6,5,39.5200599925009,11.8735158105237,0.0124984376952881,0.0249968753905762,48.5689288838895
6,4,39.9574521336504,11.0749593292454,0.125140783381304,0.0375422350143912,48.8049055187085
6,1,53.9942492811601,18.0272534066758,0.0250031253906738,0.0375046880860107,27.9159894986873
6,6,55.9239334417615,17.6029025397223,0.0125109470786939,0.0625547353934693,26.398098336044
6,7,45.9672377141428,17.8692009503564,0.0750281355508316,0.0625234462923596,36.0260097536576
7,2,28.0780780780781,7.54504504504505,0.0125125125125125,0.125125125125125,64.2392392392392
7,3,12.9282320580145,3.72593148287072,0.0750187546886722,0.200050012503126,83.070767691923
7,5,5.66037735849057,0.949643883543671,0.0374859427714607,0.087467199800075,93.2650256153942
7,4,4.45111277819455,0.825206301575394,0.0125031257814454,0.0750187546886722,94.6361590397599
7,1,11.790447611903,5.28882220555139,0,0.0500125031257814,82.8707176794199
7,6,30.4636591478697,8.7468671679198,0.025062656641604,0.175438596491228,60.5889724310777
7,7,5.72786393196598,0.925462731365683,0.0250125062531266,0.0625312656328164,93.2591295647824
8,2,0.162357936805295,0.0499562882477832,0.137379792681404,0,99.6503059822655
8,3,0.149906308557152,0.0499687695190506,0,0,99.8001249219238
8,5,0.0874016731177425,0.0499438132101386,0.0249719066050693,0,99.8376826070671
8,4,0.0499625281039221,0.0499625281039221,0.0124906320259805,0,99.8875843117662
8,1,0.0874344241818636,0.024981264051961,0.024981264051961,0,99.8626030477142
