moment,node,load5,load10,load15,procs
1,2,24.32,25.15,16.18,515
1,3,0,1.27,3.81,516
1,5,25.03,25.99,17.53,514
1,4,25.04,24.42,15.82,515
1,1,23.99,25.78,16.43,514
1,7,0.09,1.26,4.25,514
1,6,46.25,42.69,24.79,502
2,2,22.38,24.73,16.09,516
2,3,0,1.25,3.79,515
2,5,23.02,25.56,17.44,515
2,4,23.04,24.01,15.74,515
2,1,22.07,25.35,16.34,514
2,7,0.08,1.24,4.23,515
2,6,42.62,41.99,24.66,543
3,2,20.58,24.32,16,610
3,3,0,1.23,3.77,592
3,5,21.18,25.13,17.34,609
3,4,21.43,23.66,15.67,590
3,1,20.38,24.95,16.26,605
3,7,0.31,1.27,4.22,594
3,6,39.53,41.36,24.55,725
4,3,0.48,1.31,3.79,645
4,2,18.94,23.92,15.92,645
4,5,19.48,24.71,17.25,646
4,4,19.72,23.27,15.58,645
4,1,18.75,24.53,16.17,644
4,7,0.29,1.25,4.2,647
4,6,36.37,40.68,24.42,776
5,3,0.69,1.34,3.78,660
5,2,17.42,23.52,15.83,659
5,5,17.92,24.3,17.16,661
5,1,17.25,24.13,16.09,657
5,4,18.14,22.88,15.5,659
5,7,1.55,1.49,4.26,663
5,6,33.77,40.07,24.31,799
6,3,0.71,1.33,3.77,670
6,2,16.02,23.13,15.74,669
6,5,16.49,23.9,17.06,668
6,1,15.87,23.72,16,665
6,4,16.68,22.5,15.42,668
6,7,2.86,1.77,4.34,671
6,6,31.15,39.42,24.18,810
7,3,0.65,1.31,3.75,672
7,2,14.74,22.75,15.66,673
7,1,14.59,23.33,15.91,668
7,5,15.17,23.5,16.97,670
7,4,15.35,22.13,15.33,670
7,7,3.52,1.92,4.37,672
7,6,28.73,38.78,24.06,819
8,3,0.6,1.29,3.73,674
8,2,13.56,22.37,15.58,675
8,1,13.43,22.94,15.83,671
8,5,13.95,23.11,16.88,672
8,4,14.2,21.78,15.26,673
8,7,3.23,1.89,4.35,672
8,6,26.43,38.14,23.93,820
9,3,0.55,1.27,3.71,674
9,2,12.47,22,15.49,675
9,1,12.35,22.56,15.74,673
9,5,12.83,22.73,16.79,673
9,7,3.05,1.87,4.33,672
9,4,13.06,21.42,15.17,673
9,6,24.32,37.5,23.8,820
10,3,0.51,1.25,3.69,674
10,2,11.47,21.63,15.41,676
10,1,12.16,22.35,15.71,674
10,5,11.81,22.35,16.7,675
10,7,3.13,1.91,4.33,673
10,4,12.01,21.06,15.09,673
10,6,23.33,37.08,23.74,820
11,3,0.47,1.23,3.67,674
11,2,10.56,21.27,15.32,676
11,1,11.27,22,15.63,674
11,5,10.86,21.98,16.61,675
11,7,3.84,2.08,4.37,673
11,4,11.05,20.71,15.01,674
11,6,21.46,36.46,23.61,822
12,3,0.43,1.2,3.65,673
12,2,9.71,20.92,15.24,675
12,1,10.37,21.63,15.55,673
12,5,9.99,21.61,16.52,675
12,7,4.33,2.21,4.4,673
12,4,10.17,20.37,14.93,672
12,6,19.74,35.86,23.48,822
13,3,0.39,1.18,3.63,673
13,2,8.93,20.57,15.16,675
13,1,9.54,21.27,15.46,673
